example_0star1star,4.382
example_sum,1.049
example_mts,2.598
example_sum,1.251
example_sum,0.979
example_sum,1.009
example_mps,1.632
example_mps,1.643
example_sum,1.424
example_mps,1.903
example_mts,2.831
example_dropwhile,2.946
example_sum,1.237
example_dropwhile,2.866
example_min,1.418
